,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
498,Life of Pi,0.996039603960396,0.2971014492753623,7.9,0.7083333333333333,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Tabu,0.23969574059262594,0.13343752827864325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
499,Fantastic Mr. Fox,0.9945544554455445,0.15217391304347827,7.9,0.7638888888888888,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman,0.07532629112234483,0.022421789520160617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,C.R.A.Z.Y.,0.9925742574257426,0.30434782608695654,7.9,0.7361111111111112,Jean-Marc Vallée,Michel Côté,Marc-André Grondin,Danielle Proulx,Émile Vallée,0.0027557978310818448,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Les choristes,0.9920792079207921,0.18840579710144928,7.9,0.38888888888888884,Christophe Barratier,Gérard Jugnot,François Berléand,Jean-Baptiste Maunier,Kad Merad,0.013952412876150441,0.00387958857085657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
502,Iron Man,0.994059405940594,0.29347826086956524,7.9,0.7083333333333333,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,0.3945415531000137,0.33994243722691025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,Shaun of the Dead,0.9920792079207921,0.19565217391304346,7.9,0.6666666666666667,Edgar Wright,Simon Pegg,Nick Frost,Kate Ashfield,Lucy Davis,0.21016237119406114,0.014457279801958642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
504,Gegen die Wand,0.9920792079207921,0.2753623188405797,7.9,0.6944444444444444,Fatih Akin,Birol Ünel,Sibel Kekilli,Güven Kiraç,Zarah Jane McKenzie,0.01131870189325209,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,Mystic River,0.9915841584158416,0.33695652173913043,7.9,0.7777777777777777,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,Emmy Rossum,0.17011572797842298,0.09622893842950125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,Harry Potter and the Prisoner of Azkaban,0.9920792079207921,0.3514492753623188,7.9,0.75,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,0.2275237249689606,0.2662195215745736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
507,Ying xiong,0.9910891089108911,0.2717391304347826,7.9,0.7916666666666667,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Ziyi Zhang,0.0642405464659093,0.057340615854881614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,Hable con ella,0.9910891089108911,0.24275362318840582,7.9,0.8055555555555556,Pedro Almodóvar,Rosario Flores,Javier Cámara,Darío Grandinetti,Leonor Watling,0.034340916522794,0.009910694256359067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
509,No Man's Land,0.9905940594059406,0.1920289855072464,7.9,0.7777777777777777,Danis Tanovic,Branko Djuric,Rene Bitorajac,Filip Sovagovic,Georges Siatidis,0.008425286731532314,0.0011301047982230324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,Cowboy Bebop: Tengoku no tobira,0.9905940594059406,0.2536231884057971,7.9,0.45833333333333337,Shin'ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,Beau Billingslea,0.007682843389752125,0.0010662770044895223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,The Bourne Identity,0.9910891089108911,0.26811594202898553,7.9,0.5555555555555556,Doug Liman,Franka Potente,Matt Damon,Chris Cooper,Clive Owen,0.20866195402804633,0.12988732144392232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
512,Nueve reinas,0.9900990099009901,0.25,7.9,0.7222222222222223,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Graciela Tenenbaum,María Mercedes Villagra,0.010626732619448825,0.0013024521189589078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
513,Children of Men,0.9930693069306931,0.23188405797101447,7.9,0.7777777777777777,Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,0.1898277928337177,0.03795512040792735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,Almost Famous,0.9900990099009901,0.27898550724637683,7.9,0.8611111111111112,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,0.09814315826165584,0.03473353516232961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Mulholland Dr.,0.9905940594059406,0.3695652173913044,7.9,0.7916666666666667,David Lynch,Naomi Watts,Laura Harring,Justin Theroux,Jeanne Bates,0.12810189031855607,0.007707098530383867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
516,Toy Story 2,0.9896039603960396,0.17028985507246375,7.9,0.8333333333333333,John Lasseter,Ash Brannon,Lee Unkrich,Tom Hanks,Tim Allen,0.21674686435245222,0.2624758530546999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Boogie Nights,0.9886138613861386,0.3985507246376812,7.9,0.7916666666666667,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,0.09248618002762701,0.028184516334897373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Mimi wo sumaseba,0.9876237623762376,0.2391304347826087,7.9,0.6527777777777777,Yoshifumi Kondô,Yoko Honna,Issey Takahashi,Takashi Tachibana,Shigeru Muroi,0.011585308508719937,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Once Were Warriors,0.9871287128712871,0.2065217391304348,7.9,0.6805555555555556,Lee Tamahori,Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,0.0028049776921875644,0.0023485777542635177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,True Romance,0.9866336633663366,0.26811594202898553,7.9,0.4305555555555556,Tony Scott,Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,0.07844187846362115,0.013110608906369232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
521,Trois couleurs: Bleu,0.9866336633663366,0.17753623188405798,7.9,0.7916666666666667,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski,Julie Delpy,Benoît Régent,0.027932435498886552,0.0014131784210661847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
522,Jûbê ninpûchô,0.9866336633663366,0.17753623188405798,7.9,0.7083333333333333,Yoshiaki Kawajiri,Kôichi Yamadera,Emi Shinohara,Takeshi Aono,Osamu Saka,0.0040728690236762205,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Carlito's Way,0.9866336633663366,0.358695652173913,7.9,0.5138888888888888,Brian De Palma,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,0.07588883970902778,0.03944545588599981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,Edward Scissorhands,0.9851485148514851,0.2173913043478261,7.9,0.6388888888888888,Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,Anthony Michael Hall,0.18217255919055125,0.06017230546994531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
525,My Left Foot: The Story of Christy Brown,0.9846534653465346,0.21014492753623187,7.9,0.9583333333333333,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Kirsten Sheridan,0.018545121659759918,0.01573897841280706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Crimes and Misdemeanors,0.9846534653465346,0.213768115942029,7.9,0.6805555555555556,Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,Claire Bloom,0.01276174255464357,0.01948773201725978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,The Untouchables,0.9836633663366336,0.26811594202898553,7.9,0.7083333333333333,Brian De Palma,Kevin Costner,Sean Connery,Robert De Niro,Charles Martin Smith,0.11076426366962867,0.08142663729367507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
528,Hannah and Her Sisters,0.9831683168316832,0.2246376811594203,7.9,0.8611111111111112,Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,0.01815685959839898,0.04279321912992805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Brazil,0.9826732673267327,0.31521739130434784,7.9,0.7777777777777777,Terry Gilliam,Jonathan Pryce,Kim Greist,Robert De Niro,Katherine Helmond,0.07009381274207062,0.010599171789936532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,This Is Spinal Tap,0.9821782178217822,0.13405797101449274,7.9,0.8888888888888888,Rob Reiner,Rob Reiner,Michael McKean,Christopher Guest,Kimberly Stringer,0.0447467711695575,0.0002001215124892795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
531,A Christmas Story,0.9816831683168317,0.17391304347826086,7.9,0.6805555555555556,Bob Clark,Peter Billingsley,Melinda Dillon,Darren McGavin,Scott Schwartz,0.0465306196403658,0.02199718549162914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,The Blues Brothers,0.9801980198019802,0.31884057971014496,7.9,0.4444444444444444,John Landis,John Belushi,Dan Aykroyd,Cab Calloway,John Candy,0.06820211369866205,0.06109850830543886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Manhattan,0.9797029702970297,0.18478260869565216,7.9,0.7638888888888888,Woody Allen,Woody Allen,Diane Keaton,Mariel Hemingway,Michael Murphy,0.045878770779569825,0.04878894168019736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
534,All That Jazz,0.9797029702970297,0.2826086956521739,7.9,0.6111111111111112,Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,0.0013524461804072622,0.04038000325667479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
535,Dawn of the Dead,0.9792079207920792,0.2971014492753623,7.9,0.5972222222222222,George A. Romero,David Emge,Ken Foree,Scott H. Reiniger,Gaylen Ross,0.0372835115456195,0.0054434800162261494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536,All the President's Men,0.9782178217821782,0.33695652173913043,7.9,0.7777777777777777,Alan J. Pakula,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,0.03362478872072827,0.07537273467115506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,La montaña sagrada,0.9767326732673267,0.25,7.9,0.6666666666666667,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,0.005217810702400582,6.373277535695628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,Amarcord,0.9767326732673267,0.2826086956521739,7.9,0.7083333333333333,Federico Fellini,Magali Noël,Bruno Zanin,Pupella Maggio,Armando Brancia,0.0063886365185490054,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Le charme discret de la bourgeoisie,0.9762376237623762,0.2065217391304348,7.9,0.9027777777777777,Luis Buñuel,Fernando Rey,Delphine Seyrig,Paul Frankeur,Bulle Ogier,0.005888209861683799,0.00021085965666209285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,"Aguirre, der Zorn Gottes",0.9762376237623762,0.1811594202898551,7.9,0.7083333333333333,Werner Herzog,Klaus Kinski,Ruy Guerra,Helena Rojo,Del Negro,0.011781165148562006,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Harold and Maude,0.9757425742574257,0.16666666666666669,7.9,0.4722222222222222,Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,0.01973147795836278,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542,Patton,0.9752475247524752,0.4601449275362319,7.9,0.875,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young,Michael Strong,0.029617061442902614,0.06587089701575251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,The Wild Bunch,0.9747524752475247,0.36231884057971014,7.9,0.9583333333333333,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,0.022567948017749615,0.01287890499370893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
544,Night of the Living Dead,0.9742574257425742,0.18478260869565216,7.9,0.8472222222222221,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,0.03945993610069275,9.365609061601503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
545,The Lion in Winter,0.9742574257425742,0.322463768115942,7.9,0.7083333333333333,Anthony Harvey,Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,0.0016889399669200722,0.02378200000059787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,In the Heat of the Night,0.9737623762376237,0.23550724637681159,7.9,0.6527777777777777,Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,0.018427780236770833,0.026027212707881525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
547,Charade,0.9717821782178218,0.24637681159420288,7.9,0.7638888888888888,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,0.018809571263775755,0.01438437615183091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
548,The Manchurian Candidate,0.9712871287128713,0.29347826086956524,7.9,0.9166666666666667,John Frankenheimer,Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,0.019859173036321485,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
549,Spartacus,0.9702970297029703,0.5507246376811594,7.9,0.8194444444444444,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,0.04281710872459364,0.03202727300718386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,L'avventura,0.9702970297029703,0.358695652173913,7.9,0.7083333333333333,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,Lea Massari,Dominique Blanchar,0.0006272589302431138,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
551,Hiroshima mon amour,0.9698019801980198,0.16304347826086957,7.9,0.7083333333333333,Alain Resnais,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,0.001437863833906667,9.287779402603879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
552,The Ten Commandments,0.9683168316831683,0.6340579710144927,7.9,0.7083333333333333,Cecil B. DeMille,Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson,0.016596908916308818,0.1000775125752017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,The Searchers,0.9683168316831683,0.26811594202898553,7.9,0.9166666666666667,John Ford,John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,0.023825485694268646,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,East of Eden,0.9678217821782178,0.2644927536231884,7.9,0.6111111111111112,Elia Kazan,James Dean,Raymond Massey,Julie Harris,Burl Ives,0.006568099871355839,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,High Noon,0.9663366336633663,0.14492753623188404,7.9,0.8472222222222221,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,0.031118772815788637,0.010087636623080206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
556,Strangers on a Train,0.9658415841584158,0.2028985507246377,7.9,0.8333333333333333,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,0.0423865692387734,0.008144564203660807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
557,Harvey,0.9653465346534653,0.213768115942029,7.9,0.7083333333333333,Henry Koster,James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,0.011857091951672592,0.025120709637378703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
558,Miracle on 34th Street,0.9638613861386138,0.18478260869565216,7.9,0.8333333333333333,George Seaton,Edmund Gwenn,Maureen O'Hara,John Payne,Gene Lockhart,0.0071340996763620025,0.0028278056054692664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Notorious,0.9633663366336633,0.2065217391304348,7.9,1.0,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,0.02899799915617712,0.011170205542471015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
560,The Big Sleep,0.9633663366336633,0.25,7.9,0.7083333333333333,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,0.023169754212859068,0.006980855996426114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
561,The Lost Weekend,0.9628712871287128,0.2028985507246377,7.9,0.7083333333333333,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,0.003650094779083202,0.01009831284516493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
